paper_id,title,pmid,doi,matched_pis,matched_centers,collection_route,year,paper_status,abstract_length,dataset_scan_status,resource_scan_status
pmid-39978373,Europe needs a sustainably funded influenza research and response network.,39978373,10.1016/S1473-3099(25)00068-4,Adolfo Garcia-Sastre,SYBIL,pi_author_backlog,2025,metadata_ingested,0,pending,pending
pmid-39975920,Muscle macrophage regenerative response after squalene-adjuvanted influenza vaccination drives Th2-skewed response and is reduced with age.,39975920,10.21203/rs.3.rs-5760877/v1,Michael Schotsaert,SYBIL,pi_author_backlog,2025,metadata_ingested,1845,pending,pending
pmid-39975614,"Morphological, ultrastructure and molecular characterization of Unionicola chelata (Acari: Hydrachnida: Unionicolidae) isolated from Bellamya bengalensis, West Bengal, India.",39975614,10.1007/s12639-024-01704-z,Sumit Chanda,SYBIL,pi_author_backlog,2025,metadata_ingested,1042,pending,pending
pmid-39975335,A molecular switch at the yeast mitoribosomal tunnel exit controls cytochrome b synthesis.,39975335,10.1101/2025.01.30.635641,Melanie Ott,HPMI,pi_author_backlog,2025,metadata_ingested,1292,pending,pending
pmid-39970776,Longitudinal multi-tracer imaging of hepatocellular carcinoma identifies novel stage- and oncogene-specific changes.,39970776,10.1016/j.nucmedbio.2025.109000,Melanie Ott,HPMI,pi_author_backlog,2025,metadata_ingested,2176,pending,pending
pmid-39966757,Early cytokine signatures and clinical phenotypes discriminate persistent from resolving MRSA bacteremia.,39966757,10.1186/s12879-025-10620-3,Michael Yeaman,UCLA-Persistent-BSI,pi_author_backlog,2025,metadata_ingested,1916,pending,pending
pmid-39960930,CO2 and aerosol concentration during manual and mechanical chest compression while cardiopulmonary resuscitation.,39960930,10.1097/MD.0000000000041528,Melanie Ott,HPMI,pi_author_backlog,2025,metadata_ingested,680,pending,pending
pmid-39953621,Validation of the alcohol use disorders identification test in a Danish hospital setting.,39953621,10.1186/s13011-025-00638-w,Kristian Andersen,CViSB,pi_author_backlog,2025,metadata_ingested,2426,pending,pending
pmid-39951834,Development and evaluation of text messages designed for people with COPD on the mobile pulmonary rehabilitation (m-PR™) platform.,39951834,10.1016/j.physio.2024.101455,Ryan McNamara,CViSB,pi_author_backlog,2025,metadata_ingested,1758,pending,pending
pmid-39946059,Boosting Biotic Stress Resistance in Solanum melongena L.: The Role of Exogenous Chlorogenic Acid in Enhancing Secondary Metabolite Production.,39946059,10.1007/s12010-025-05194-4,Sumit Chanda,SYBIL,pi_author_backlog,2025,metadata_ingested,1514,pending,pending
pmid-39938509,Unique mechanisms to increase structural stability and enhance antigen binding in nanobodies.,39938509,10.1016/j.str.2025.01.019,Andrej Sali,HPMI,pi_author_backlog,2025,metadata_ingested,1085,pending,pending
pmid-39935312,[Chronic thromboembolic pulmonary hypertension].,39935312,,Kristian Andersen,CViSB,pi_author_backlog,2025,metadata_ingested,743,pending,pending
pmid-39927497,Gradual increase in energy intake over 8 weeks with voluntary wheel running limits body weight change in male rats.,39927497,10.1017/S0007114525000194,Donald S Grant,CViSB,pi_author_backlog,2025,metadata_ingested,1535,pending,pending
pmid-39915058,Lost in translation? How context shapes the implementation of Competence by Design in operative settings.,39915058,10.1503/cjs.014623,Melanie Ott,HPMI,pi_author_backlog,2025,metadata_ingested,1088,pending,pending
pmid-39905258,Author Correction: Virus-induced senescence is a driver and therapeutic target in COVID-19.,39905258,10.1038/s41586-025-08718-4,Adolfo Garcia-Sastre;Michael Schotsaert,SYBIL,pi_author_backlog,2025,metadata_ingested,0,pending,pending
pmid-39901989,Reducing waste and improving provider safety: a retrospective analysis with lessons from the COVID-19 Pandemic.,39901989,10.1016/j.infpip.2025.100437,Melanie Ott,HPMI,pi_author_backlog,2025,metadata_ingested,1579,pending,pending
pmid-39896557,Translational activators align mRNAs at the small mitoribosomal subunit for translation initiation.,39896557,10.1101/2025.01.26.634913,Melanie Ott,HPMI,pi_author_backlog,2025,metadata_ingested,1322,pending,pending
pmid-39888227,The alcohol use disorder treatment gap and its correlates among middle-aged and older adults.,39888227,10.1111/dar.14000,Kristian Andersen,CViSB,pi_author_backlog,2025,metadata_ingested,1734,pending,pending
pmid-39880590,Rapid and accurate demultiplexing of direct RNA nanopore sequencing data with SeqTagger.,39880590,10.1101/gr.279290.124,Rafael Medina,SYBIL,pi_author_backlog,2025,metadata_ingested,1229,pending,pending
pmid-39880095,The Shab family potassium channels are highly enriched at the presynaptic terminals of human neurons.,39880095,10.1016/j.jbc.2025.108235,Sumit Chanda,SYBIL,pi_author_backlog,2025,metadata_ingested,1797,pending,pending
pmid-39836627,"tttrlib: modular software for integrating fluorescence spectroscopy, imaging, and molecular modeling.",39836627,10.1093/bioinformatics/btaf025,Andrej Sali,HPMI,pi_author_backlog,2025,metadata_ingested,1047,pending,pending
pmid-39833330,Author Correction: A multilineage screen identifies actionable synthetic lethal interactions in human cancers.,39833330,10.1038/s41588-025-02090-9,Trey Ideker,HPMI,pi_author_backlog,2025,metadata_ingested,0,pending,pending
pmid-39829336,Kidney function decline improves after lithium discontinuation.,39829336,10.1111/joim.20054,Melanie Ott,HPMI,pi_author_backlog,2025,metadata_ingested,1852,pending,pending
pmid-39820612,Using optical tweezer electrophoresis to investigate clay nanoplatelet adsorption on Latex microspheres in aqueous media.,39820612,10.1039/d4sm01319k,Sumit Chanda,SYBIL,pi_author_backlog,2025,metadata_ingested,1594,pending,pending
pmid-39817844,"Skin disease-associated GJB4 variants differentially influence connexin stability, cell viability and channel function.",39817844,10.1113/JP286367,Alan Hauser,SCRIPT,pi_author_backlog,2025,metadata_ingested,2529,pending,pending
pmid-39808605,"Correction: A prospective, multi-site, cohort study to estimate incidence of infection and disease due to Lassa fever virus in West African countries (the Enable Lassa research programme)-Study protocol.",39808605,10.1371/journal.pone.0317720,Donald S Grant,CViSB,pi_author_backlog,2025,metadata_ingested,63,pending,pending
pmid-39806003,Somatic mutation as an explanation for epigenetic aging.,39806003,10.1038/s43587-024-00794-x,Trey Ideker,HPMI,pi_author_backlog,2025,metadata_ingested,1054,pending,pending
pmid-39788989,Author Correction: Native RNA nanopore sequencing reveals antibiotic-induced loss of rRNA modifications in the A- and P-sites.,39788989,10.1038/s41467-025-55846-6,Rafael Medina,SYBIL,pi_author_backlog,2025,metadata_ingested,0,pending,pending
pmid-39774883,Benchmark computations of nearly degenerate singlet and triplet states of N-heterocyclic chromophores. II. Density-based methods.,39774883,10.1063/5.0238105,Sumit Chanda,SYBIL,pi_author_backlog,2025,metadata_ingested,2040,pending,pending
pmid-39764938,FURVENT: Phase 3 trial of firmonertinib vs chemotherapy as first-line treatment for advanced NSCLC with EGFR exon 20 insertion mutations (FURMO-004).,39764938,10.1016/j.lungcan.2024.108066,Melissa Johnson,UCLA-Persistent-BSI,pi_author_backlog,2025,metadata_ingested,0,pending,pending
pmid-39761415,"Plasma Lipid Metabolites, Clinical Glycemic Predictors, and Incident Type 2 Diabetes.",39761415,10.2337/dc24-2266,Trey Ideker,HPMI,pi_author_backlog,2025,metadata_ingested,1852,pending,pending
pmid-39760657,The Hallmarks of Predictive Oncology.,39760657,10.1158/2159-8290.CD-24-0760,Trey Ideker,HPMI,pi_author_backlog,2025,metadata_ingested,385,pending,pending
pmid-39730178,"Complex Genetic Evolution and Treatment Challenges in Myeloid Neoplasms: A Case of Persistent t(2;3)(p15~23;q26)/MECOM Rearrangement, SF3B1 Mutation, and Transient TNIP1::PDGFRB Chimera.",39730178,10.21873/cgp.20483,Kristian Andersen,CViSB,pi_author_backlog,2025,metadata_ingested,1528,pending,pending
pmid-39727152,"Replication kinetics, pathogenicity and virus-induced cellular responses of cattle-origin influenza A(H5N1) isolates from Texas, United States.",39727152,10.1080/22221751.2024.2447614,Adolfo Garcia-Sastre,SYBIL,pi_author_backlog,2025,metadata_ingested,1127,pending,pending
pmid-39696763,Factors Influencing Medication Adherence in Heart Failure Patients-A Survey Among Cardiac Healthcare Providers.,39696763,10.1002/cpt.3526,Kristian Andersen,CViSB,pi_author_backlog,2025,metadata_ingested,1810,pending,pending
pmid-39696749,Crystallization of n-Alkanes under Anisotropic Nanoconfinement in Lipid Bilayers.,39696749,10.1021/acs.jpcb.4c04332,Melanie Ott,HPMI,pi_author_backlog,2025,metadata_ingested,1848,pending,pending
pmid-39695250,"How human-AI feedback loops alter human perceptual, emotional and social judgements.",39695250,10.1038/s41562-024-02077-2,Michael Glickman,HPMI,pi_author_backlog,2025,metadata_ingested,1010,pending,pending
pmid-39667115,A single immunization with intranasal Newcastle disease virus (NDV)-based XBB.1.5 variant vaccine reduces disease and transmission in animals against matched-variant challenge.,39667115,10.1016/j.vaccine.2024.126586,Michael Schotsaert,SYBIL,pi_author_backlog,2025,metadata_ingested,1328,pending,pending
pmid-39662470,Epitranscriptomic rRNA fingerprinting reveals tissue-of-origin and tumor-specific signatures.,39662470,10.1016/j.molcel.2024.11.014,Rafael Medina,SYBIL,pi_author_backlog,2025,metadata_ingested,1117,pending,pending
pmid-39653848,State of the interactomes: an evaluation of molecular networks for generating biological insights.,39653848,10.1038/s44320-024-00077-y,Trey Ideker,HPMI,pi_author_backlog,2025,metadata_ingested,1018,pending,pending
pmid-39652575,HBV Remodels PP2A Complexes to Rewire Kinase Signaling in Hepatocellular Carcinoma.,39652575,10.1158/0008-5472.CAN-24-0456,Trey Ideker,HPMI,pi_author_backlog,2025,metadata_ingested,1892,pending,pending
pmid-39643700,Author Correction: Multivariate analysis of 1.5 million people identifies genetic associations with traits related to self-regulation and addiction.,39643700,10.1038/s41593-024-01853-7,Trey Ideker,HPMI,pi_author_backlog,2025,metadata_ingested,0,pending,pending
pmid-39631576,"Xylooligosaccharide recovery from sugarcane bagasse using β-xylosidase-less xylanase, BsXln1, produced by Bacillus stercoris DWS1: Characterization, antioxidant potential and influence on probiotics growth under anaerobic conditions.",39631576,10.1016/j.ijbiomac.2024.138307,Sumit Chanda,SYBIL,pi_author_backlog,2025,metadata_ingested,1496,pending,pending
pmid-39609565,Evaluation of large language models for discovery of gene set function.,39609565,10.1038/s41592-024-02525-x,Trey Ideker,HPMI,pi_author_backlog,2025,metadata_ingested,1020,pending,pending
pmid-39607707,Updated resources for exploring experimentally-determined PDB structures and Computed Structure Models at the RCSB Protein Data Bank.,39607707,10.1093/nar/gkae1091,Andrej Sali,HPMI,pi_author_backlog,2025,metadata_ingested,1082,pending,pending
pmid-39558023,A multilineage screen identifies actionable synthetic lethal interactions in human cancers.,39558023,10.1038/s41588-024-01971-9,Trey Ideker,HPMI,pi_author_backlog,2025,metadata_ingested,1163,pending,pending
pmid-39557125,Population based audit of heart radiation doses in 6925 high-risk breast cancer patients from the Danish breast cancer group RT Nation study.,39557125,10.1016/j.radonc.2024.110643,Kristian Andersen,CViSB,pi_author_backlog,2025,metadata_ingested,1664,pending,pending
pmid-39527880,"Phase II study on the safety and immunogenicity of single-dose intramuscular or intranasal administration of the AVX/COVID-12 ""Patria"" recombinant Newcastle disease virus vaccine as a heterologous booster against COVID-19 in Mexico.",39527880,10.1016/j.vaccine.2024.126511,Adolfo Garcia-Sastre,SYBIL,pi_author_backlog,2025,metadata_ingested,1903,pending,pending
pmid-39521277,Quality assurance of internal mammary node irradiation in the DBCG IMN2 study.,39521277,10.1016/j.radonc.2024.110600,Kristian Andersen,CViSB,pi_author_backlog,2025,metadata_ingested,1929,pending,pending
pmid-39502016,"Impact of the COVID-19 Pandemic Onset on the Early Careers of Pediatric Oncology Health Professionals and Researchers: A Report From the Children's Oncology Group Young Investigators Committee, Young SIOP Network, and Young SIOPE.",39502016,10.1002/pbc.31419,Rafael Medina,SYBIL,pi_author_backlog,2025,metadata_ingested,1973,pending,pending
pmid-39469737,Life beyond exams: the role of workplace-based assessments and observation in emergency medicine training.,39469737,10.1097/MEJ.0000000000001192,Ryan McNamara,CViSB,pi_author_backlog,2025,metadata_ingested,0,pending,pending
pmid-39396645,MicroRNA-107 - a small RNA with a big impact on cytokinesis in hepatocellular carcinoma.,39396645,10.1016/j.jhep.2024.09.045,Melanie Ott,HPMI,pi_author_backlog,2025,metadata_ingested,0,pending,pending
pmid-39378373,"HIGH-DOSE INTRAVITREAL TOPOTECAN FOR RECURRENT RETINOBLASTOMA, SUBRETINAL SEEDS, AND VITREOUS SEEDS.",39378373,10.1097/IAE.0000000000004283,Rafael Medina,SYBIL,pi_author_backlog,2025,metadata_ingested,1752,pending,pending
pmid-39376126,Mapping the pathway and support offered to children with an intellectual disability referred to specialist mental health services in the UK.,39376126,10.1192/bjb.2024.63,Ryan McNamara,CViSB,pi_author_backlog,2025,metadata_ingested,1100,pending,pending
pmid-39376109,The Transverse Sigmoid Notch Morphology Unravelled.,39376109,10.1142/S2424835525500031,Alan Hauser,SCRIPT,pi_author_backlog,2025,metadata_ingested,1611,pending,pending
pmid-39321093,Institutional Conversion to Energy-Efficient Ultra-Low Freezers Decreases Carbon Footprint and Reduces Energy Costs.,39321093,10.1089/bio.2024.0070,Nevan Krogan,HPMI,pi_author_backlog,2025,metadata_ingested,2146,pending,pending
pmid-39248287,EGFR and EGFRvIII coopt host defense pathways promoting progression in glioblastoma.,39248287,10.1093/neuonc/noae182,Nevan Krogan,HPMI,pi_author_backlog,2025,metadata_ingested,1075,pending,pending
pmid-39218230,Identification and functional validation of miR-190b-5p and miR-296-3p as novel therapeutic attenuators of liver fibrosis.,39218230,10.1016/j.jhep.2024.08.014,Melanie Ott,HPMI,pi_author_backlog,2025,metadata_ingested,2030,pending,pending
pmid-39192464,Ethical Issues in Normothermic Regional Perfusion in Controlled Organ Donation After Determination of Death by Circulatory Criteria: A Scoping Review.,39192464,10.1097/TP.0000000000005161,Melanie Ott,HPMI,pi_author_backlog,2025,metadata_ingested,1800,pending,pending
pmid-39189347,Socio-Structural Intersect With Post-COVID-19 Telehealth Utilization for Hispanic/Latino Groups in Colorado: A Mixed Methods Study.,39189347,10.1177/10436596241271301,Rafael Medina,SYBIL,pi_author_backlog,2025,metadata_ingested,1256,pending,pending
pmid-39163139,Effect of Bladder Catheterization On Bacterial Interference With Asymptomatic Escherichia coli Strain 83972 in an Experimental Porcine Model of Urinary Tract Infection.,39163139,10.1093/infdis/jiae404,Kristian Andersen,CViSB,pi_author_backlog,2025,metadata_ingested,1766,pending,pending
pmid-39149230,The Mac1 ADP-ribosylhydrolase is a Therapeutic Target for SARS-CoV-2.,39149230,10.1101/2024.08.08.606661,Melanie Ott,HPMI,pi_author_backlog,2025,metadata_ingested,1610,pending,pending
pmid-39105665,Fixing disconnects: Exploring the emergence of principled adaptations in a competency-based curriculum.,39105665,10.1111/medu.15475,Melanie Ott,HPMI,pi_author_backlog,2025,metadata_ingested,1939,pending,pending
pmid-38279797,The Australian Traumatic Brain Injury Initiative: Systematic Review of the Effect of Acute Interventions on Outcome for People With Moderate-Severe Traumatic Brain Injury.,38279797,10.1089/neu.2023.0465,Ryan McNamara,CViSB,pi_author_backlog,2025,metadata_ingested,1712,pending,pending
pmid-38260487,Integrative mapping reveals molecular features underlying the mechanism of nucleocytoplasmic transport.,38260487,10.1101/2023.12.31.573409,Andrej Sali,HPMI,pi_author_backlog,2025,metadata_ingested,1082,pending,pending
pmid-40636434,Association of cancer and outcomes of patients hospitalized for COVID-19 between 2020 and 2023.,40636434,10.12688/f1000research.150761.3,Donald S Grant,CViSB,pi_author_backlog,2024,metadata_ingested,1955,pending,pending
pmid-39991269,Replication kinetics of novel swine influenza A viruses: an approach to vaccine production.,39991269,10.4206/ajvs.562.01,Rafael Medina,SYBIL,pi_author_backlog,2024,metadata_ingested,608,pending,pending
pmid-39902487,Homeless Persons in the Emergency Room—A Single-Center Study on the Performance and Completeness of Recommended Diagnostic Tests.,39902487,10.3238/arztebl.m2024.0183,Melanie Ott,HPMI,pi_author_backlog,2024,metadata_ingested,0,pending,pending
pmid-39808514,Retinal Changes After Acute and Late Optic Neuritis in Aquaporin-4 Antibody Seropositive NMOSD.,39808514,10.1097/WNO.0000000000001991,Michael Yeaman,UCLA-Persistent-BSI,pi_author_backlog,2024,metadata_ingested,0,pending,pending
pmid-39802798,Multi-omic Biomarkers Distinguish Rheumatoid Arthritis in Discordant Monozygotic Twins.,39802798,10.1101/2024.12.30.24319783,Rafael Medina,SYBIL,pi_author_backlog,2024,metadata_ingested,1816,pending,pending
pmid-39790470,Pilot training for clinical research professionals in using empathy to recognize and respond to implicit bias in research recruitment and retention.,39790470,10.1017/cts.2024.618,Rafael Medina,SYBIL,pi_author_backlog,2024,metadata_ingested,765,pending,pending
pmid-39763959,"Acute infectious mononucleosis generates persistent, functional EBNA-1 antibodies with high cross-reactivity to alpha crystalline beta.",39763959,10.1101/2024.12.18.629009,Ryan McNamara,CViSB,pi_author_backlog,2024,metadata_ingested,2083,pending,pending
pmid-39763802,"Dendritic cells type 1 control the formation, maintenance, and function of tertiary lymphoid structures in cancer.",39763802,10.1101/2024.12.27.628014,Michael Schotsaert,SYBIL,pi_author_backlog,2024,metadata_ingested,2123,pending,pending
pmid-39763716,Cellular Function of a Biomolecular Condensate Is Determined by Its Ultrastructure.,39763716,10.1101/2024.12.27.630454,Andrej Sali,HPMI,pi_author_backlog,2024,metadata_ingested,984,pending,pending
pmid-39749209,Corrigendum: Inhibition of coronavirus HCoV-OC43 by targeting the eIF4F complex.,39749209,10.3389/fphar.2024.1528449,Sumit Chanda,SYBIL,pi_author_backlog,2024,metadata_ingested,61,pending,pending
pmid-39738586,Portable UV-C device to treat high flow of infectious aerosols generated during clinical respiratory care.,39738586,10.1038/s41598-024-82901-x,Adolfo Garcia-Sastre;Michael Schotsaert,SYBIL,pi_author_backlog,2024,metadata_ingested,1350,pending,pending
pmid-39735550,Application and interpretation of core elements of the 2015 NMOSD diagnostic criteria in routine clinical practice.,39735550,10.3389/fimmu.2024.1515481,Michael Yeaman,UCLA-Persistent-BSI,pi_author_backlog,2024,metadata_ingested,2019,pending,pending
pmid-39651694,[Misinterpretation of bulking depots as tumours].,39651694,10.61409/V07240489,Kristian Andersen,CViSB,pi_author_backlog,2024,metadata_ingested,665,pending,pending
pmid-39641743,Emotional literacy programme in special schools for children with a learning disability in England: the ZF-SEND feasibility RCT.,39641743,10.3310/JTJY8001,Ryan McNamara,CViSB,pi_author_backlog,2024,metadata_ingested,4112,pending,pending
pmid-39636678,Remotely Delivered Video Interaction Guidance for Families of Children With an Intellectual Disability Referred to Specialist Mental Health Services: Protocol for a Feasibility Randomized Controlled Trial.,39636678,10.2196/54619,Ryan McNamara,CViSB,pi_author_backlog,2024,metadata_ingested,2986,pending,pending
pmid-39631368,Mitochondrial respiratory supercomplexes gear up for heat generation in brown adipose tissue.,39631368,10.1016/j.cmet.2024.10.022,Melanie Ott,HPMI,pi_author_backlog,2024,metadata_ingested,350,pending,pending
pmid-39626265,Genetic evaluation of productive longevity in a multibreed beef cattle population.,39626265,10.1093/jas/skae363,Kristian Andersen,CViSB,pi_author_backlog,2024,metadata_ingested,2453,pending,pending
pmid-39621658,Structural and hemodynamic analysis of Weaire-Phelan scaffolds made of Ti-alloy as bone replacement component: A preclinical investigation.,39621658,10.1371/journal.pone.0312880,Sumit Chanda,SYBIL,pi_author_backlog,2024,metadata_ingested,1839,pending,pending
pmid-39616949,Correction: Diacylglycerol acyltransferase-1 localizes hepatitis C virus NS5A protein to lipid droplets and enhances NS5A interaction with the viral capsid core.,39616949,10.1016/j.jbc.2024.107975,Melanie Ott,HPMI,pi_author_backlog,2024,metadata_ingested,0,pending,pending
pmid-39613750,Native RNA nanopore sequencing reveals antibiotic-induced loss of rRNA modifications in the A- and P-sites.,39613750,10.1038/s41467-024-54368-x,Rafael Medina,SYBIL,pi_author_backlog,2024,metadata_ingested,1118,pending,pending
pmid-39613387,Indigenous-led struggles for health justice in the context of the climate emergency: insights from Guatemala.,39613387,10.1136/bmjgh-2024-015519,Rafael Medina,SYBIL,pi_author_backlog,2024,metadata_ingested,1294,pending,pending
pmid-39591098,"Tuning Intermediate Band Solar Cell Efficiency: The Interplay of Electric Fields, Composition, Impurities, and Confinement.",39591098,10.3390/nano14221858,Andrej Sali,HPMI,pi_author_backlog,2024,metadata_ingested,1320,pending,pending
pmid-39590104,Hypoxia Preconditioned Serum Hydrogel (HPS-H) Accelerates Dermal Regeneration in a Porcine Wound Model.,39590104,10.3390/gels10110748,Kristian Andersen,CViSB,pi_author_backlog,2024,metadata_ingested,1510,pending,pending
pmid-39580801,TRIM65 regulates innate immune signaling by enhancing K6-linked ubiquitination of IRF3 and its chromatin recruitment.,39580801,10.1016/j.celrep.2024.114960,Adolfo Garcia-Sastre,SYBIL,pi_author_backlog,2024,metadata_ingested,1051,pending,pending
pmid-39580470,Outcome of SARS-CoV-2 reinfection depends on genetic background in female mice.,39580470,10.1038/s41467-024-54334-7,Adolfo Garcia-Sastre;Michael Schotsaert,SYBIL,pi_author_backlog,2024,metadata_ingested,1502,pending,pending
pmid-39578225,Zinc Oxide Nanoparticles Incorporated in Poly-Hydroxyethyl Methacrylate/Acrylamide Membrane Trigger the Key Events of Full-Thickness Wound Healing in a Rabbit Model.,39578225,10.1002/jbm.b.35510,Sumit Chanda,SYBIL,pi_author_backlog,2024,metadata_ingested,1474,pending,pending
pmid-39575679,"The Discovery and Preclinical Profile of ALG-000184, a Prodrug of the Potent Hepatitis B Virus Capsid Assembly Modulator ALG-001075.",39575679,10.1021/acs.jmedchem.4c01814,Sumit Chanda,SYBIL,pi_author_backlog,2024,metadata_ingested,1034,pending,pending
pmid-39574586,A PERTURBATION CELL ATLAS OF HUMAN INDUCED PLURIPOTENT STEM CELLS.,39574586,10.1101/2024.11.03.621734,Nevan Krogan;Trey Ideker,HPMI,pi_author_backlog,2024,metadata_ingested,1210,pending,pending
pmid-39567630,Cell surface marker heterogeneity in human myeloma cell lines for modeling of disease and therapy.,39567630,10.1038/s41598-024-80263-y,Kristian Andersen,CViSB,pi_author_backlog,2024,metadata_ingested,1473,pending,pending
pmid-39560427,Recombination across distant coronavirid species and genera is a rare event with distinct genomic features.,39560427,10.1128/jvi.01100-24,Adolfo Garcia-Sastre,SYBIL,pi_author_backlog,2024,metadata_ingested,2297,pending,pending
pmid-39558820,Extracellular vesicles containing SARS-CoV-2 proteins are associated with multi-organ dysfunction and worse outcomes in patients with severe COVID-19.,39558820,10.1002/jev2.70001,Adolfo Garcia-Sastre,SYBIL,pi_author_backlog,2024,metadata_ingested,1733,pending,pending
pmid-39557834,Mechanistic basis of atypical TERT promoter mutations.,39557834,10.1038/s41467-024-54158-5,Jennifer Doudna,HPMI,pi_author_backlog,2024,metadata_ingested,1025,pending,pending
pmid-39552079,Seasonal influenza vaccines: Variability of immune responses to B lineage viruses.,39552079,10.1080/21645515.2024.2421096,Michael Schotsaert,SYBIL,pi_author_backlog,2024,metadata_ingested,1106,pending,pending
pmid-39543738,Highly sensitive deep panel sequencing of 27 HPV genotypes in prostate cancer biopsies results in very low detection rates and indicates that HPV is not a major etiological driver of this malignancy.,39543738,10.1186/s13027-024-00619-x,Kristian Andersen,CViSB,pi_author_backlog,2024,metadata_ingested,1356,pending,pending
pmid-39535188,"Avian influenza A (H5N1) virus in dairy cattle: origin, evolution, and cross-species transmission.",39535188,10.1128/mbio.02542-24,Adolfo Garcia-Sastre,SYBIL,pi_author_backlog,2024,metadata_ingested,2040,pending,pending
pmid-39530897,Aquaporin-4 Immunoglobulin G-seropositive Neuromyelitis Optica Spectrum Disorder MRI Characteristics: Data Analysis from the International Real-World PAMRINO Study Cohort.,39530897,10.1148/radiol.233099,Michael Yeaman,UCLA-Persistent-BSI,pi_author_backlog,2024,metadata_ingested,2638,pending,pending
pmid-39520972,HPV is an essential driver in recurrence of cervical cancer.,39520972,10.1016/j.prp.2024.155672,Kristian Andersen,CViSB,pi_author_backlog,2024,metadata_ingested,1422,pending,pending
pmid-39506099,Three diverse motives for information sharing.,39506099,10.1038/s44271-024-00144-y,Michael Glickman,HPMI,pi_author_backlog,2024,metadata_ingested,1355,pending,pending
pmid-39504259,Developmental coordination disorder questionnaire - translation and adaptation into Danish.,39504259,10.1080/11038128.2024.2423698,Kristian Andersen,CViSB,pi_author_backlog,2024,metadata_ingested,1387,pending,pending
pmid-39503472,Benchmark computations of nearly degenerate singlet and triplet states of N-heterocyclic chromophores. I. Wavefunction-based methods.,39503472,10.1063/5.0225537,Sumit Chanda,SYBIL,pi_author_backlog,2024,metadata_ingested,1659,pending,pending
pmid-39502695,Evaluation of STK17B as a cancer immunotherapy target utilizing highly potent and selective small molecule inhibitors.,39502695,10.3389/fimmu.2024.1411395,Rafael Medina,SYBIL,pi_author_backlog,2024,metadata_ingested,1913,pending,pending
pmid-39495749,"Long-term physical and mental health outcomes of Ebola Virus Disease survivors in Kenema District, Sierra Leone: A cross-sectional survey.",39495749,10.1371/journal.pgph.0003421,Donald S Grant,CViSB,pi_author_backlog,2024,metadata_ingested,1792,pending,pending
pmid-39493922,Are early pregnancies implanted close to the tubal ostia at increased risk of miscarriage? A prospective observational study.,39493922,10.1177/1742271X231225077,Kristian Andersen,CViSB,pi_author_backlog,2024,metadata_ingested,1568,pending,pending
pmid-39489918,Enhanced mucosal SARS-CoV-2 immunity after heterologous intramuscular mRNA prime/intranasal protein boost vaccination with a combination adjuvant.,39489918,10.1016/j.ymthe.2024.10.016,Adolfo Garcia-Sastre;Michael Schotsaert,SYBIL,pi_author_backlog,2024,metadata_ingested,1535,pending,pending
pmid-39487624,Behavioural interventions to treat anxiety in adults with autism and moderate to severe intellectual disabilities: the BEAMS-ID feasibility study.,39487624,10.3310/MWTQ5721,Ryan McNamara,CViSB,pi_author_backlog,2024,metadata_ingested,3640,pending,pending
pmid-39477975,Assessment of disability and disease burden in neuromyelitis optica spectrum disorders in the CIRCLES Cohort.,39477975,10.1038/s41598-024-75013-z,Michael Yeaman,UCLA-Persistent-BSI,pi_author_backlog,2024,metadata_ingested,1477,pending,pending
pmid-39468980,What Happens to Endometriosis During the Menstrual Cycle?,39468980,10.52198/25.STI.45.GY1826,Robert Garry,CViSB,pi_author_backlog,2024,metadata_ingested,1122,pending,pending
pmid-39466906,Comparative Analysis of 2022 Outbreak MPXV and Previous Clade II MPXV.,39466906,10.1002/jmv.70023,Adolfo Garcia-Sastre,SYBIL,pi_author_backlog,2024,metadata_ingested,1493,pending,pending
pmid-39466239,Residual Ultrasound-Enhancing Agents Mimicking Portal Venous Gas.,39466239,10.1097/RUQ.0000000000000694,Ryan McNamara,CViSB,pi_author_backlog,2024,metadata_ingested,1133,pending,pending
pmid-39464332,Overview of emerging therapies for demyelinating diseases.,39464332,10.12998/wjcc.v12.i30.6361,Rafael Medina,SYBIL,pi_author_backlog,2024,metadata_ingested,1533,pending,pending
pmid-39464099,Packaged delivery of CRISPR-Cas9 ribonucleoproteins accelerates genome editing.,39464099,10.1101/2024.10.18.619117,Jennifer Doudna,HPMI,pi_author_backlog,2024,metadata_ingested,1194,pending,pending
pmid-39464067,Identification and Targeting of Regulators of SARS-CoV-2-Host Interactions in the Airway Epithelium.,39464067,10.1101/2024.10.11.617898,Adolfo Garcia-Sastre;Michael Schotsaert,SYBIL,pi_author_backlog,2024,metadata_ingested,1413,pending,pending
pmid-39455232,Assays to monitor mitochondrial translation.,39455232,10.1016/bs.mie.2024.07.045,Melanie Ott,HPMI,pi_author_backlog,2024,metadata_ingested,1006,pending,pending
pmid-39450157,Increased risks of Maternal Mental Health Conditions Following the COVID-19 Pandemic.,39450157,10.1089/whr.2024.0070,Melanie Ott,HPMI,pi_author_backlog,2024,metadata_ingested,1757,pending,pending
pmid-39447570,"Adaptive multi-epitope targeting and avidity-enhanced nanobody platform for ultrapotent, durable antiviral therapy.",39447570,10.1016/j.cell.2024.09.043,Adolfo Garcia-Sastre,SYBIL,pi_author_backlog,2024,metadata_ingested,1341,pending,pending
